id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
372,E134,A3QJNTSPNMMA31,Nonsocial,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",5,5,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Perhaps our ability to adapt to situations quickly,no,"no, I kept on following the same pattern",-3,no,0.037943696,-0.095932328,-0.240012547,0.458848516,1.681085944,0.291401558
373,E135,A3774HPOUKYTX7,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.277777778,low,low,How we make choices.,None,Not at all.,-2,,0.585700758,0.002530033,0.998218139,0.597694682,-2.091038889,-2.004993829
374,E136,A2WMRGEE0RXQWR,Nonsocial,Female,White,"High school degree or equivalent (e.g., GED)",10,100,24,1,1,3,0,0,0,3,0,1,2,2,1,1,1,3,2,2,3,1.444444444,low,high,Peoples choices while making decisions,Nope,Nope,-2,Nope!,0.539356984,0.007067432,0.999489064,0.610177306,-1.676034439,-1.973887153
375,E137,A1FKEFRPAK2U8L,Nonsocial,Male,Black or African American,"Some college or university, no degree",10,5,47,0,0,0,0,1,0,3,0,2,0,0,0,2,0,2,1,2,0,0.722222222,low,low,How much people will commit to a good thing when it turns bad.,I kept hitting the same deck until it turned sour. Then I would switch decks or keep hitting after catching a -50. ,Yes.,-3,No comment about the game nor the survey. ,0.063752277,-0.194870807,-1.134141406,0.468501653,1.995640133,-1.148237495
376,E138,A28FDHF2PY98K1,Nonsocial,Male,White,"Doctorate or professional degree  (e.g., PhD, MD, JD)",five,five,forty seven,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Whether respondents would attempt to recognize patterns in random distributions of cards.,"I tried to time the ""switch"" of the best deck. At first I switched decks on the second draw of a -50 card.","I switched to trying to count how many cards were drawn on average before the best deck switched, and then to switch after I drew that many (9 or 10) before drawing a -50 card. ",-2,,0.019729207,-0.352483806,-3.920091791,0.459657966,-0.089518815,-2.082893702
377,E139,A314KKX6ONDO9O,Nonsocial,Female,White,"Some college or university, no degree",10,5,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.111111111,low,low,if we figure out which deck is best,"yes, If I got a 100, I kept on that deck until it changed.",no,3,none,0.042372881,0.064398969,-0.338500071,0.446965918,1.760385628,-0.846359178
378,E140,A1HGAHZSM14YTV,Nonsocial,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,how well we can react and move to something positive after we get a negative issue,I tried to wait for a bad card twice that told me that it moved,no stayed pretty much the same,-3,"was fun to do and didnt seem like 30 minutes, the time went by fast, that is a plus for a survey to if your bored you can get lax in your answers so well done",0,-0.274415399,-0.250257764,0.43795409,1.426772114,0.697225075
379,E141,A1QRGVE005067Q,Nonsocial,Male,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,pattern recognizance ,look for patterns that stand out,not really,-2,,0.048780488,-0.412016759,-0.868488613,0.526812116,-0.044593407,-1.38659484
380,E142,AUB54U9A396QE,Nonsocial,Female,White,"Some college or university, no degree",0.1,5,47,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.444444444,low,low,I think it tested how often I would switch choices even if the current one had been the correct one several times in a row and vice versa.,"I stuck with choosing the same card over and over until it went ""bad"".","Yes, about three rounds in, I realized that sticking to the strategy wouldn't work since the algorithm had changed.",-1,no comment,0.120699223,-0.414951429,-1.282978664,0.517790321,0.570377512,-0.296926743
381,E143,A3CSE6A6KPZAXR,Nonsocial,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",0.1,100,24,2,3,2,2,3,1,3,4,4,3,2,3,4,3,2,3,4,3,2.833333333,high,high,good,no,no,2,good study,0.741421569,0.007781329,0.9936135,0.609330536,-1.714012967,-1.973833684
382,E144,A3HFS6Q0TONAB9,Nonsocial,Male,White,"Master's degree (e.g., MA, MS, MEd)",1,100,24,0,1,1,2,1,3,2,1,2,1,1,,0,1,1,1,1,1,1.176470588,low,low,i dont know,no,no,2,,0.016949153,-0.119395419,-0.599067543,0.463238173,1.80070876,0.588220912
383,E145,A1U43WUOJQBK5T,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think it was testing our decision making ability.,"I tried to stick with the one that provided the highest value, and then switch as soon as it turned into a negative value.","No, I don't think so. ",-3,"I put ""decline to answer"" for the questions relating to children because I do not have any children yet. I think the survey should be reworded or reformatted to fix these questions. ",0.039384175,0.037710019,-0.376108402,0.462790322,2.069119612,0.535445863
384,E146,A36A780ODXBDEH,Nonsocial,Other,"American Indian or Alaska Native,White","Associate degree (e.g., AA, AS)",5,5,47,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0.388888889,low,low,My ability to adapt to changing conditions,"When I started noticing the card that WAS producing isn't producing anymore, I switched.","Nope, stuck with that. Only minor shifts like skipping over cards or giving them only 1 flip before deciding to move to a different card.",-2,,0,-0.228115466,0.157671007,0.53709606,0.299570715,-0.73306047
385,E147,A2XQ3P6M9NZNYB,Nonsocial,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",ten,100,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,My risk taking and pattern identification abilities.,I just went with one choice until it was negative then switched to the next.,No.,-1,No.,0.079392733,0.06537964,-1.565791834,0.451920496,1.203102736,-0.651301855
386,E148,A3N4L5F7CEY0B2,Nonsocial,Male,Black or African American,"Associate degree (e.g., AA, AS)",5,100,47,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,low,low,How efficiently ones mind adapts and learns compared to others.,When one card went negative I picked the card again thinking it was trying to trick me to go to a different deck even though that desk would continue to have positive cards after the one negative.,"Yes, my above strategy only worked sometimes then I went with a different deck if proven wrong.",2,"Interesting and fun, however I would say that some questions such as when asking if I was democrat or republican, next question would ask how strong a republican I see myself even though I put strong democrat and there was no option for not republican on the following questions, same thing when asking about children which I have none.  But enjoyed the survey and everything else was well presented.",0,-0.24544221,-1.671877323,0.493669118,1.307082051,-0.189399263
387,E149,A36WN1T2MQ6W38,Nonsocial,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,100,24,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0.333333333,low,low,Ability to predict.,"No, not at all.",Yes.,2,I enjoyed the game.,0.112916667,-0.087975795,-0.929879595,0.475480851,1.02661124,0.13694531
388,E150,A8A9DUD87SMQ9,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,I'm not sure! maybe something to do with how long people wait before switching piles when the best one change?,"I tried to find the right pile, and then stick with it until I got at least two negative cards before switching.","Not really, this was seemed to work pretty well.",-2,,0,-0.246584414,-0.242058558,0.500002536,1.225763305,1.53862604
389,E151,ASFBN5SC3SGDG,Nonsocial,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think it was testing my ability to recognize patterns and make the right choices based on those patterns.,"I just stuck with whatever deck seemed to be the best at the time. If I had two or more losing cards in a row, I would switch decks until I was getting mostly winning cards again.",No.,-3,No.,0,-0.22089283,0.183830343,0.549608483,-0.09827347,-0.584015417
390,E152,ATP2BJPDK4K2B,Nonsocial,Female,White,"High school degree or equivalent (e.g., GED)",10,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"I think the game was testing to see if I would choose a specific color and stick with it. For example, red is republican and blue is democrat. It was testing to see if I would relate it to politics.",I didn't stick with a certain color if it was giving me negative points for more than 3 turns. I tried to find the deck with the best points.,I did not.,-3,Maybe tell us how many points will give us the bonus at the end.,0,-0.771085274,-2.557658144,0.418672685,1.120116063,-0.538556641
391,E153,A2W6EWTLRV8Z7E,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,2,3,2,3,4,3,3,2,3,2,3,3,4,3,2,3,3,4,2.888888889,high,high,Thinking,No,No,3,,0.39255814,-0.010547689,0.997759793,0.619805463,-1.481549676,-1.939428075
392,E154,A20EUZA6WR0UWY,Nonsocial,Male,White,"Some college or university, no degree",5,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How long people think the 'good' card will remain good? That would be my best guess.,At first I tried to count how many iterations a good card remained good.  But after realizing that it was at least pseudo-random I just clicked a good card until it became bad and then guessed one of the remaining two.,"As discussed above, after realizing that the number of draws during which a good card remains good was variable, I switched to just clicking the good one until it became bad, and then switching cards.",-2,I know that an answer had to be provided for each question to receive compensation but there were some questions where I clicked decline simply because the question was not relevant to me – e.g. because I do not have any children.  I expect that choosing the decline option in those situations does not void payment.,0.02754386,0.160213931,-0.906326499,0.443611494,2.311932152,-1.185961527
393,E155,A3GKQF2LCPC7P2,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",0.1,50,38,2,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,2.388888889,high,high,Brisk to brain,NO,NO,-2,NIce,0.542592593,0.019925077,1.005277213,0.61589109,-1.617033949,-1.932006875
394,E156,A1YBJN6WT3X8B5,Nonsocial,Male,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How quickly we can form habits for predictable behaivor when we received awards?,"I just tried to stick with the +100s until I saw repeated -50s. Then, I'd switch around to see what other decks were providing.","No, I used the same strategy the whole time.",-1,I really enjoyed this survey!,0.045454545,-0.034501978,-1.396236264,0.459607239,1.355495148,-0.369324538
395,E157,A3UKRC3LBM1LEW,Nonsocial,Female,American Indian or Alaska Native,"Associate degree (e.g., AA, AS)",10,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I am not sure.,no strategy,no,0,,0,-0.741059583,-3.333521668,0.439336428,0.598681417,-1.25052459
396,E158,ACFSVYCDAM0AS,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0.333333333,low,low,If a person could follow a particular pattern.,I mainly went with gut instinct and tried to see if there was a certain pattern to follow between picking a certain deck.,No.,-2,None.,0.305882353,-0.011334501,1.004535073,0.629863114,-1.143632835,-1.862413868
397,E159,AYVNBNVR4NO6T,Nonsocial,Female,Black or African American,"Associate degree (e.g., AA, AS)",0.1,100,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.111111111,low,low,My ability to make good guesses and notice patterns.,No.,I just aimlessly guessed.,3,no,0.049516908,0.121260198,0.033968875,0.441271169,1.862996418,0.116699138
398,E160,AC5UD8N187QD6,Nonsocial,Male,White,"Doctorate or professional degree  (e.g., PhD, MD, JD)",5,5,47,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333333333,low,low,concentration levels? game playing tactics? ,I tried to move systematically from one card to another when it would yield regular losses,"No, the strategy I employed was I think consistent.",-2,,0.00862069,-0.06079309,-0.912817199,0.441920137,1.75847246,0.335758909
399,E161,A2WUXZOY4CRF5R,Nonsocial,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,evaluation of risk-taking,no,I didn't use any strategy in the game.,0,no,0.010869565,-0.570913767,-2.139953667,0.437774157,1.82541672,-1.514885993
400,E162,A2TVJTQ4VXATE6,Nonsocial,Male,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,0,2,0.555555556,low,low,I have no idea what it was testing,I just chose randomly until I found the profitable one...from there I kept choosing it until it wasn't giving points,no,0,,0.057692308,-0.07386639,-0.364435308,0.422684043,1.535356409,-0.586783612
401,E163,A1GZ4Y5HNBTCES,Nonsocial,Female,Asian,"Bachelor's degree (e.g., BA, BS)",5,I am not sure,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Cognitive abilities? Like how much we think a game is rigged against us?,I just tried to switch to an adjacent deck whenever I felt my current deck wasn't working,i found myself staying with a deck more even when it wasn't favorable,3,I appreciate the game being simple to play,0,0.010577017,-0.866931618,0.443447594,1.874852696,-0.809482396
402,E164,ARB8SJAWXUWTD,Nonsocial,Male,Asian,"Master's degree (e.g., MA, MS, MEd)",5,5,47,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,3,1,1.166666667,low,high,How long someone will stick with an option that was previously thought to be good even though it no longer makes the same returns.,"Find a deck that gives me +100 twice in a row and keep going for it until it gives me -50 two times in a row. Search for another deck that will give me +100 twice in a row, repeat.","No, pretty much stuck to the same strategy.",0,Wondering what the connection is between the game and the survey,0,-0.120600622,0.208624037,0.5648485,0.210618308,-0.449702751
403,E165,A2CYWYI523IFI9,Nonsocial,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",10,100,24,0,2,3,3,2,2,3,3,3,2,2,3,3,2,1,2,2,3,2.277777778,high,high,The game was testing about card game.,none,none,2,It is a very enjoyable and useful study.,0.257495164,-0.036994452,0.794197014,0.496764996,0.720532312,-2.189055969
404,E166,A2QP9ZGIW4R7C2,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,To see how long I could withstand negative results before searching for a more positive outcome,"I kept with the same deck until directed otherwise, also, I tried not to immediately desert a deck until I saw a pattern occur.",No. I think my pattern of behavior was consistent throughout the game.,-2,,0,0.052897818,-0.978122188,0.479269204,1.585687591,0.33198862
405,E167,A1E7IRBPHID9JC,Nonsocial,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,Choice of when to change strategy,"If a card was a loser 2 times in a row, I selected another deck.","In the beginning, I switched after 1 losing card. Then I switched to 2 losing cards in a row. ",-3,It was a bit hard to read the type in the game section because of the dark gray background. ,0,-0.396415364,-2.112028442,0.455820049,0.88687492,0.129776511
406,E168,A256BNNQRDR4LZ,Nonsocial,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",10,100,24,2,1,3,1,0,2,3,1,2,1,3,2,1,2,1,3,1,4,1.833333333,low,high,Card game...very interesting...getting more points or less points,No,"Yes, change the card points...I have confuse it...But this is very expected to earn the points ",-1,Really very interesting in this game survey,0.284194529,-0.016621587,0.577500528,0.584550968,0.118558817,-0.869556051
407,E169,AJNQ2PBD07FKE,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,If realized when time to change deck.,after two -50 I would look into a different deck.,No,-2,,0.019230769,-0.493822383,-2.662072002,0.446866911,0.505094517,-0.333849501
408,E170,A1TEXCUTI4IUUN,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",0.1,5,47,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.277777778,low,low,I think the game was trying to test people as to what kind of strategies they can do to get the highest possible score.,"Yes, I was guided at the beginning on which cards gave me the most scores often. And from there I chose them while alternating between answers, with some occasions choosing the one that intentionally took points away from me to balance the score.",No.,1,I quite loved this game. But I think the poll is made for the paranoid who believe in all kinds of conspiracies of dubious origin.,0.989583333,0.004944511,1.000540486,0.603484574,-1.884954731,-1.994462987
409,E171,A1M1E62KXCDNL0,Nonsocial,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"I think the game was testing our ability to find a pattern and thus be able to score points.
","Yes, my strategy was to look for the points in one of the 3 cards and when I obtained the points I would choose it again until it no longer gave me points. Then I would look for the points on one of the other 2 remaining cards and do the same
",No,-3,"I found it an interesting game. I liked it and I enjoyed it.  

Thanks.
",0.018518519,-0.116312269,0.353124642,0.4815308,2.22499572,0.203673875
410,E172,A2WNCIZ47VXDIC,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,1,1,1,0,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,low,low,,,,1,,0.49047619,0.008466174,0.995653604,0.612353408,-1.555199176,-1.946749694
411,E173,AY0BJCGY2DHIX,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I don't know,I switched decks whenever it started to feel like I was getting too many negative responses,No,-3,It didn't even to me that you might have programmed the game to trick the player. I guess I never expect a bot to be sophisticated enough for that.,0.009259259,-0.434909743,-2.710551062,0.445963558,0.860293087,-0.914186208
412,E174,A3HE29W5IDR394,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Confidence and risk aversion ,"I started on the left and continued until I got 3 negatives in a row, then moved to the right one deck. If the first two on the next deck were also bad, I moved once again to the right.","No, I tried to maintain a consistent pattern that I planned on using before the game started. I was unsure how often I would need to switch.",-3,Would love to find out how I ranked among other Turkers. I am less interested in the $2.00 bonus and simply curious about my performance. Fun stuff though! Was not expecting all of these far out questions at the end :),0,-1.020907183,-3.251525489,0.423433503,0.696050305,-1.148588094
413,E175,A1YTB9G04PC71S,social,Male,White,"Some college or university, no degree",5,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"If I was able to predict which ""Person"" was hiding the 100","you, I would click a person until the number changed from 100 and click different people until I found the 100 again",no,-2,No,0.010869565,-0.261092368,0.251437884,0.431384705,2.87058462,-1.440098398
414,E176,A2U5DWGXEAIWYE,social,Female,Black or African American,"Associate degree (e.g., AA, AS)",10,25,47,2,1,3,2,3,3,3,2,3,3,2,3,2,3,2,3,2,2,2.444444444,high,high,perceptions of guessing,,"No, I did not.",1,,0.290311653,-0.004224698,0.999504597,0.608249822,-1.843490552,-1.994289177
415,E177,ANT8RUEN01EY8,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",10,100,24,3,1,3,4,1,3,0,4,3,3,3,4,2,4,1,0,3,4,2.555555556,high,high,this is a psychology study,no,no,-1,this is a good study,0.153726708,-0.053969757,0.954912291,0.636822179,-0.997149656,-1.829955075
416,E178,A1SSYN7TXMTJS4,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"not sure, unknown",i tried to look for a pattern to see which player worked best per round,"switching players, yes",1,interesting study......thanks,0.275735294,-0.050851737,0.574197176,0.583856021,-0.334514371,-1.013191503
417,E179,A3I40B0FATY8VH,social,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"Studying how people recognize patterns, I guess.","If it was in the red two times in a row, I tended to switch. A losing streak would cause me to switch",I switched partners more later in the game when it seemed like it was going in the red more.,-1,Good pay and pretty engaging.,0,-0.559407774,-1.492002848,0.462142295,1.543202106,-0.081587094
418,E180,A3EBUBRYCKB6AF,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.1,100,I am not sure.,4,1,2,3,3,0,4,4,3,0,0,0,0,0,2,0,3,2,1.722222222,high,low,I am not sure to be honest,I tried to stick with the people who didnt vary with their result the most,no,-2,thank you!,0.017879353,0.209387447,0.151520409,0.434371535,3.046494066,-1.21221546
419,E181,A10E77ALJR6R1R,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,2,2,3,3,2,3,3,2,2,3,3,1,2,2,3,3,3,2,2.444444444,high,high,Face changing,nothing to strategy ,no strategy,2,,0.357057416,-0.023597983,0.982456867,0.621954307,-1.372757056,-1.932198543
420,E182,AG7C4X3WKKBV,social,Male,White,"High school degree or equivalent (e.g., GED)",10,100,24,3,2,1,2,1,1,3,3,3,3,4,3,2,3,1,2,3,2,2.333333333,high,high,The game of chance.,None.,No strategy.,-2,"Great study, very engaging.",0.274704619,-0.012446844,0.993230983,0.617285117,-1.439591838,-1.93420101
421,E183,A3LT7W355XOAKF,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,3,0,3,4,2,0,4,0,0,0,0,2,3,3,4,4,1.777777778,low,high,Perhaps if we would stick with one player even if he was -50 sometimes or more than twice in a row.,I generally moved as soon as I seen -50 and if the next person was -50 I moved again. That always worked until the last 1/4. I stuck with the player until they gave me -50 once and then moved immediately. On the last round I stuck with one even though he was -50 twice as others were -50 a lot too. So generally it was good to switch as soon as someone showed -50 except on the last 1/4 where you had to stick with a player it seemed as moving did not do as much good. ,Yes in the last 1/4 you had to stick with a player more as others were more so -50 and switching did not work as well. I think this was the tricky part to see if you would stick with a player when previously switching always immediately worked.,2,"Everything went well, thank you.",0,-0.108893443,-1.369217183,0.456855035,1.630107144,-0.311208787
422,E184,AKK6H2YXK4RF6,social,Female,White,Completed some postgraduate,5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"I have no idea, I just take these surveys I don't try to figure them out. ",If one dude gave me 100 I kept choosing him until he gave me a 50,"Nope, just kept clicking the 100 dudes until they changed",-2,This was pretty interesting and more engaging than a lot of the other work I do on Mturk. ,0,-0.043799545,-0.168745553,0.478932145,2.147334434,0.500401041
423,E185,A2JA0C0PI7KIMJ,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,24,3,2,3,4,4,3,4,2,2,4,4,3,3,4,3,4,4,3,3.277777778,high,high,no,no,to follow the instruction ,2,no,0.52724359,-0.001900538,0.995269236,0.605284526,-1.822235045,-1.98768559
424,E186,A2531UD0IGT731,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,how well we adapt to changes,"no, just tried to pick the right one.",no,-2,no,0,0.080458068,-1.173511161,0.43509362,1.463948161,0.216764881
425,E187,A3U2VUZ2L7HIWG,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,low,low,critical thinking skills and test how people would change their reactions throughout the game,"depended on the round. Some rounds seemed the same person had the 100 multiple times in a row, other rounds seemed the pattern was different",Yes,-1,,0.12202381,0.082571132,0.085775722,0.465557435,1.66956232,-0.068538012
426,E188,A1XAFKGJBBH6S5,social,Female,White,Completed some postgraduate,0.1,100,47,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,"I'm honestly not sure. If I had to guess, I would say it was testing our likelihood to stay with the same person. ",I tried to stay with the same person that had more 100's. ,No,-3,"None, thank you. ",0.035087719,-0.048774861,-0.846064969,0.429852446,1.250695125,-0.076807148
427,E189,ALEE1QD4TW9G4,social,Female,White,"Associate degree (e.g., AA, AS)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How people notice changes in patterns,I just watched how many negatives I got and if I got more than 3 I would switch. or if it went back and forth between 100 and -50 I would check the other 2 people.,no,-2,"If I got negatives, i always thought of it as if they were having a bad day.",0,-0.317443933,-2.458509764,0.479142861,0.172059386,-0.640306139
428,E190,A7O82NXM2PI12,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How long I would stick with something that is showing signs of not working,When ever I got a -50 I moved to someone else. I did not try the same person twice,No,-3,,0.011627907,-0.177967219,-0.390290464,0.461162385,2.155483194,-0.252603278
429,E191,AVXEDARJC5HLU,social,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,i dont know,I just went where I got 100s and switched when they stopped,no,-1,,0.02587146,-0.139637699,-0.763395929,0.471977153,2.051985678,-0.037795541
430,E192,A3US4NGKXBVI48,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.111111111,low,low,Finding the best partner for the most points,I would keep choosing until I got a few bad points in a row,no,-2,n/a,0,-0.131362672,0.949766942,0.634617738,-1.155685403,-1.877143125
431,E193,ADJNEKYVF2F8Q,social,Female,White,"High school degree or equivalent (e.g., GED)",10,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,If you could figure the pattern out and show you that sometimes people change,the one that kept giving me the 100 was the one I would hit. Then I would change foe a time or 2 then back to the one that would give me the 100 again,yes,-2,n/a,0.108558994,0.004179167,0.991339503,0.637093021,-0.954022657,-1.836392516
432,E194,A337Y4X67PY4QI,social,Female,Asian,"Bachelor's degree (e.g., BA, BS)",5,100,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,how i will continue working with the same partner,no,no,-1,,0.00877193,0.042320498,-0.196852924,0.454683538,2.455673749,0.392054995
433,E195,A1FYSXD0MJXPMG,social,Female,White,"Some college or university, no degree",10,5,47,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,low,low,Evaluating decisions based on trustworthiness.,"I often gave a person a 2nd chance after causing us to fail, but if we failed twice in a row, I moved on to another person",No,-2,,0,-0.11513033,-1.378397738,0.483378345,1.533864728,-0.817432512
434,E196,A1ZE87WEYCA44A,social,Male,White,"Some college or university, no degree",10,5,24,2,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0.555555556,low,low,I think it was testing how likely we are to trust others when they have made a mistake.,"No, just my intuition",No,-2,No,0,-0.025937686,0.048044721,0.483060232,2.262875235,-0.134414138
435,E197,ATHDQYUL5JEH4,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.5,"5, I am not sure",47,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.277777778,low,low,Choosing the Right Partner.,No strategy Used.,Just tried to find the Best partner by randomly selecting.,-1,No,0.018181818,-0.102340588,0.119550817,0.436099023,2.460735996,-0.485657474
436,E198,A3CTXWISODY7D8,social,Male,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0.333333333,low,low,How likely people are to stick with one particular person when we started losing points.,I tried to estimate when the person just had a bad round vs they turned on me and started sabotaging me.,"One round, I was less patient with the minus rounds because I was getting more of them and I switched people more often.",1,"Not really, it was interesting.",0.084090909,-0.58747022,2.258446633,1.496665472,0.492742734,-1.698780284
